molecule_id,created_on,updated_on,hid,smiles,smiles_wo_block,commercially_available,CAS,molecule_type_id
dfec3362-bbc3-42b5-950f-a7de0ae9965d,2022-01-18T13:06:18.038997,2022-01-18T13:06:18.038997,B011,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Cc1cc(C(F)(F)F)cc(C)c1,TRUE,2081092-84-2,fea52f4d-1371-42c2-96d6-dfc177e9ae22
fef94274-bd2d-47bd-9ba2-87c1b86cf00c,2022-01-18T13:06:26.079206,2022-01-18T13:06:26.079206,B012,C[N+]12CC(=O)O[B-]1(c1cc(F)cc(Br)c1)OC(=O)C2,Cc1cc(C)cc(F)c1,TRUE,1257650-61-5,fea52f4d-1371-42c2-96d6-dfc177e9ae22
eb546935-e52f-49ef-aa79-d7923760d4fd,2022-01-18T13:06:34.607860,2022-01-18T13:06:34.607860,B013,C[N+]12CC(=O)O[B-]1(c1cc(Br)ccc1C#N)OC(=O)C2,Cc1c(C#N)ccc(C)c1,FALSE,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
5e02fe87-04eb-4d8e-b2d4-78f2ae025546,2022-01-18T13:06:42.694676,2022-01-18T13:06:42.694676,B014,COc1cc(I)cc([B-]23OC(=O)C[N+]2(C)CC(=O)O3)c1,COc1cc(C)cc(C)c1,FALSE,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
e46ecfa7-a796-48c8-a435-bed4df891d83,2022-01-18T13:06:50.951364,2022-01-18T13:06:50.951364,B015,C[N+]12CC(=O)O[B-]1(c1sc3ccccc3c1Br)OC(=O)C2,Cc(s1)c(C)c2c1cccc2,TRUE,1104636-80-7,fea52f4d-1371-42c2-96d6-dfc177e9ae22
f6d18772-da99-4460-af43-e1d0d319a0a6,2022-01-18T13:06:59.155784,2022-01-18T13:06:59.155784,B016,C[N+]12CC(=O)O[B-]1(c1cc(Cl)cc(Br)c1)OC(=O)C2,Cc1cc(C)cc(Cl)c1,FALSE,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
77e22214-bbb4-420a-943c-02d7b891702e,2022-01-18T13:07:07.611249,2022-01-18T13:07:07.611249,B017,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc(Br)s3)s1)OC(=O)C2,Cc1sc(c2sc(C)cc2)cc1,TRUE,1104636-79-4,fea52f4d-1371-42c2-96d6-dfc177e9ae22
270d5dd3-fe23-4dda-8ccf-51d3850e02e8,2022-01-18T13:07:15.799781,2022-01-18T13:07:15.799781,B018,C[N+]12CC(=O)O[B-]1(c1ccc(Br)nc1)OC(=O)C2,Cc1cnc(C)cc1,TRUE,1816951-75-3,fea52f4d-1371-42c2-96d6-dfc177e9ae22
24e91d9a-7785-43f7-9cba-8123dc0d708a,2022-01-18T13:07:24.107083,2022-01-18T13:07:24.107083,B019,C[N+]12CC(=O)O[B-]1(c1ccc(Br)cn1)OC(=O)C2,Cc1ncc(C)cc1,TRUE,1227700-50-6,fea52f4d-1371-42c2-96d6-dfc177e9ae22
b8820fe8-b467-4f6e-91a9-0180bd576800,2022-01-18T13:07:32.514078,2022-01-18T13:07:32.514078,B020,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Cc1c(C)cccc1F,TRUE,1257650-76-2,fea52f4d-1371-42c2-96d6-dfc177e9ae22
804dab2c-e042-49e5-8578-b4393687345d,2022-01-18T13:07:40.641371,2022-01-18T13:07:40.641371,B021,C[N+]12CC(=O)O[B-]1(c1ccc(I)cc1)OC(=O)C2,Cc1ccc(C)cc1,TRUE,1257649-56-1,fea52f4d-1371-42c2-96d6-dfc177e9ae22
20a986e1-e10b-4fe0-9825-3925ab6dc979,2022-01-18T13:07:49.051117,2022-01-18T13:07:49.051117,B022,C[N+]12CC(=O)O[B-]1(c1cc(Br)ccc1F)OC(=O)C2,Cc1c(F)ccc(C)c1,FALSE,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
449ebec1-e0ba-4d19-96a5-366c9fdf224c,2022-01-18T13:07:57.147646,2022-01-18T13:07:57.147646,B023,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccccc1Br)OC(=O)C2,Cc1c(c2c(C)cccc2)cccc1,FALSE,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
2c0bf7f5-815c-47c3-b68c-eb601a2e52f9,2022-01-18T13:08:05.205144,2022-01-18T13:08:05.205144,B024,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Cc(c1)oc2c1cc(C)cc2,TRUE,943552-11-2,fea52f4d-1371-42c2-96d6-dfc177e9ae22
d1bb232c-b83a-49cb-bcec-0e02558a6c41,2022-01-18T13:08:13.287359,2022-01-18T13:08:13.287359,B025,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Cc1sc(C)cc1,TRUE,943552-31-6,fea52f4d-1371-42c2-96d6-dfc177e9ae22
a343cee0-8341-42a6-b3e6-36344c9ce476,2022-01-18T13:08:21.685996,2022-01-18T13:08:21.685996,B026,C[N+]12CC(=O)O[B-]1(c1cccnc1I)OC(=O)C2,Cc1c(C)nccc1,FALSE,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
ec584c6b-36e5-4ba9-a122-80f1850efa86,2022-01-18T13:08:29.870721,2022-01-18T13:08:29.870721,B027,C[N+]12CC(O[B-]1(OC(C2)=O)/C=C/c3cc(Br)ccc3)=O,C/C=C/c1cccc(C)c1,TRUE,943552-33-8,fea52f4d-1371-42c2-96d6-dfc177e9ae22
8b3fe017-b765-4275-9f02-6e4abee8388a,2022-01-18T13:08:38.251289,2022-01-18T13:08:38.251289,B028,C[N+]12CC(=O)O[B-]1(c1cc(Br)no1)OC(=O)C2,Cc1onc(C)c1,FALSE,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
88ff620c-7b8c-4ecd-9403-fd6c0f249e97,2022-01-18T13:08:46.422548,2022-01-18T13:08:46.422548,B029,C[N+]12CC(=O)O[B-]1(c1ccncc1Br)OC(=O)C2,Cc1c(C)cncc1,FALSE,,fea52f4d-1371-42c2-96d6-dfc177e9ae22
5e01f2dd-c067-4696-80ba-9b9a1f357dad,2022-01-18T13:08:54.567169,2022-01-18T13:08:54.567169,B030,Br/C=C\[B-]1([N+]2(C)CC(O1)=O)OC(C2)=O,C/C=C\C,TRUE,1105069-27-9,fea52f4d-1371-42c2-96d6-dfc177e9ae22
